"Chris N. Williams, Vernon Hanssen, Robb Farr","Wells Fargo Advisors","Morgan Stanley Wealth Management","$130","03-02-2011"
"Mark Masterson, David Emma","Hightower Advisors","Bank of America Merrill Lynch","$350","03-01-2011"
"Firstrust Financial Resources LLC","MetLife Securities","Axa Advisors","$600","03-01-2011"
"Rosalie Schlaen, Izhar Shefer","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$177","02-28-2011"
"Glenn Pahnke, Mark Ackel, Kay Kulbeth, Mona Johnson, Kerry Patel","RBC Wealth Management","Robert W. Baird & Co.","$300","02-25-2011"
"Louise Gunderson","UBS Financial Services","Bank of America Merrill Lynch","$650","02-25-2011"
"Joseph Viviani, Robert Digregorio","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$398","02-24-2011"
"Edward Simmons, Gibson Wilkes, Blake Wilkes, Michael Simmons","Hightower Advisors","Bank of America Merrill Lynch","$500","02-23-2011"
"The Crawford, Holzrichter & Morrison Group","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$195","02-22-2011"
"Matthew Levens, Todd Kling","First Midwest Securities","Financial Network Investment","$0","02-18-2011"
"Drew Perryman","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$120","02-16-2011"
"Randy Ross","Aegis Capital","UBS Financial Services","$60","02-14-2011"
"R.C. Roland, Chad Roland, Blair Roland, Gary Douvia, Clarke Henley","Raymond James","D.A. Davidson & Co.","$460","02-11-2011"
"Alan Harter","Pactolus Private Wealth Management","Morgan Stanley Wealth Management","$1,000","02-10-2011"
"Toby Meisenheimer","LaSalle St. Securities","QA3 Financial Services","$95","02-09-2011"
"Charles Slater, Bryan Nunberg","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$101","02-07-2011"
"David Ferri, Michael McDonald","Aegis Capital","JHS Capital Advisors","$60","02-04-2011"
"Tom Breaux, Ian James","Raymond James","Morgan Stanley Wealth Management","$105","02-03-2011"
"C. Harvey Rice, Haley Hill, David Halvorsen, Jennifer Burkhardt-Blevins, Mark Grow","UBS Financial Services","U.S. Trust Bank of America Private Wealth Management","$800","02-02-2011"
"Jeffrey H. Gawelski, John "J.R." Richards, Linda Davis","Robert W. Baird & Co.","UBS Financial Services","$100","02-01-2011"
"Craig Greenberg, Joseph McDermott","Morgan Stanley Wealth Management","UBS Financial Services","$144","01-31-2011"
"Adam Leapley","Morgan Stanley Wealth Management","Chase Investment Services","$205","01-28-2011"
"Champe S. Andrews","Harbor Investment Advisory","Deutsche Bank","$125","01-25-2011"
"Gregory E. Paranzino","Harbor Investment Advisory","Deutsche Bank","$200","01-25-2011"
"Robin Krasny, Mark Lewis","Morgan Stanley Wealth Management","UBS Financial Services","$310","01-20-2011"
"Steven Foote, John Moran","Morgan Stanley Wealth Management","Ingalls & Snyder","$300","01-19-2011"
"William Clements","Barclays Wealth","Bernstein Global Wealth Management","$850","01-14-2011"
"Kevin O'Malley, Ronald Phillips","Summit Brokerage Services","Cadaret Grant","$60","01-14-2011"
"Kenneth Jobes, Jonathan Solo","Raymond James","RBC Wealth Management","$150","01-13-2011"
"David Cooper","Wells Fargo Advisors","Morgan Stanley Wealth Management","$107","01-11-2011"
"Michael Kidd","Morgan Stanley Wealth Management","Wells Fargo Advisors","$305","01-10-2011"
"Beverly Pieper","J.W. Cole Financial","Multi-Financial Securities","$50","01-05-2011"
"Robert Bennie","Prospera Financial Services","LPL Financial","$89","01-04-2011"
"Maureen Tsu, Donald Chou, C. Brian Conners","NPB Financial Group","Pacific Financial Associates","$100","01-03-2011"
"Jim Pierce, Jean Duffy, Andrew Shimp, Jen Eddleman","CapTrust Financial Advisors","Holmes Murphy & Associates","$1,000","12-28-2010"
"Ron Ifrach, Jeff Smith","Multi-Financial Securities","MetLife Securities","$40","12-27-2010"
"Mike Carpenter, Don Mundy","Multi-Financial Securities","National Financial Partners","$46","12-27-2010"
"Debol Capital Management","First Allied Securities","Multi-Financial Securities","$140","12-15-2010"
"John Bouchard, Saundra F. Albrite-Bouchard, Julie-Anne Lewis","Washington Wealth Management","Morgan Stanley Wealth Management","$200","12-14-2010"
"James Egan, George Kolodka, Michael Reiser, Ria Hart, Jamie Weeks III, Hunter Hamm, Michael Schwartz","Barclays Wealth","Multiple (see profile)","$2,200","12-13-2010"
"Michael Moss, Phil Smolowitz","Aegis Capital","Stifel Nicolaus & Co.","$150","12-09-2010"
"James Schipper, Steve Osterink Sr, Steve Osterink Jr.","American Portfolios Financial Services","Sagepoint Financial","$75","12-08-2010"
"Kenneth Levin, Reina Schlager, Robert F. Schlager","J.W. Cole Financial","Cambridge Investment Research","$130","12-06-2010"
"Michael C. Brown","Dynasty Financial Partners","U.S. Trust Bank of America Private Wealth Management","$5,900","12-05-2010"
"Larry Paul, Robert Hausman, Jason Turnbull","Raymond James","H. Beck Capital Financial","$200","12-02-2010"
"Blake Pratz, Jo Simmons","UBS Financial Services","Morgan Stanley Wealth Management","$223","12-01-2010"
"Tony Morgia, Michael Morgia, Philip","Hightower Advisors","Morgan Stanley Wealth Management","$500","11-30-2010"
"Rick Caiazzo","Morgan Stanley Wealth Management","UBS Financial Services","$290","11-29-2010"
"Jeanne Forkeutis, Frank Salvagni","Morgan Stanley Wealth Management","UBS Financial Services","$143","11-29-2010"
"Thomas Barnes","Wells Fargo Advisors","Hilliard Lyons","$93","11-24-2010"
"Philip Jordan, Irving Silver","UBS Financial Services","Bank of America Merrill Lynch","$800","11-23-2010"
"Patrick Gibbons","SCF Securities","Edward Jones","$30","11-22-2010"
"Darrick Walker, David Liebowitz, Michael Muniz","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$350","11-19-2010"
"Juan Cabanas","Bank of America Merrill Lynch","UBS Financial Services","$192","11-19-2010"
"Michael Appelbaum","Bank of America Merrill Lynch","UBS Financial Services","$450","11-19-2010"
"Troy Bryant, Eric Watson, Bart Gibson, William Murphy, Kyle Harris, Eric Buckner, Philip Lazzari, Mark Stevens","UBS Financial Services","Bank of America Merrill Lynch","$500","11-19-2010"
"Ronald Kern, Rollins Rubsamen Jr., W. Joseph Sammons, Myrteel Ward","Morgan Stanley Wealth Management","WFG Investments","$3,400","11-17-2010"
"Arnold H. Rozany, Anthony J. Falcone, Robert A. Schenck, Terry L. Rodrigues, Christopher P. Kachur","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","11-16-2010"
"Marc Barton","Investors Capital","LPL Financial","$25","11-16-2010"
"Benjamin Kusner, Steven Berner, William Hanrahan, Shane Meyer","Morgan Stanley Wealth Management","UBS Financial Services","$184","11-11-2010"
"Roger Stephens, Dan Rothenberg, Theodore Fisher","UBS Financial Services","Morgan Stanley Wealth Management","$2,100","11-09-2010"
"Valli Kindred, Chad Stephens","Wells Fargo Advisors","Morgan Stanley Wealth Management","$170","11-08-2010"
"Lifetime Advisors Network","J.W. Cole Financial","Woodbury Financial Services","$120","11-05-2010"
"Mike Wood, John Ott, Dewey Engelsma","Regal Financial Group","New England Securities","$38","11-05-2010"
"Carolyn Insley","United Planners Financial Services of America","LPL Financial","$150","11-05-2010"
"John Coleman, Elaine Fitzgerald","UBS Financial Services","Bank of America Merrill Lynch","$50","11-04-2010"
"Gary Bezilla, Alan Kinney","Wells Fargo Advisors","Bank of America Merrill Lynch","$450","11-04-2010"
"Thomas Pappas","Wells Fargo Advisors","Morgan Stanley Wealth Management","$99","11-04-2010"
"Bob Carson, Don Hannahs, Tim Kvech, Larry Briskin","Triad Advisors","Lincoln Financial","$600","11-03-2010"
"Greg Vandergrift","Ameriprise Financial","LPL Financial","$70","11-01-2010"
"Jonathan Price","Morgan Stanley Wealth Management","Commonwealth Financial Network","$153","10-28-2010"
"Joseph Vaccaro","Fusion Analytics Investment Partners","Oppenheimer","$150","10-27-2010"
"Ken Marker, Margo Shepard","Wells Fargo Advisors","Morgan Stanley Wealth Management","$300","10-25-2010"
"Randall Marsh, Andrew Plum","UBS Financial Services","Bank of America Merrill Lynch","$100","10-22-2010"
"Legacy Wealth Management Group","Prospera Financial Services","VSR Financial Services","$131","10-21-2010"
"Angelo Ferlisi, Randy Laird, Bill Morris, Pearson Matthews","Ameriprise Financial","Morgan Stanley Wealth Management","$134","10-18-2010"
"Jerome Bookstein, Adam Bornstein","Bank of America Merrill Lynch","UBS Financial Services","$170","10-15-2010"
"Allen H. Johnson","Tegra Financial Partners","Oppenheimer","$225","10-15-2010"
"Robert F. Halligan II","LPL Financial","Morgan Stanley Wealth Management","$115","10-14-2010"
"Frank Scicchitano, Mark Fulton","UBS Financial Services","Wells Fargo Advisors","$100","10-14-2010"
"Debbie Cameron","Harbor Investment Advisory","Morgan Stanley Wealth Management","$200","10-13-2010"
"Mike Deggelman, Chris Parker","Hightower Advisors","UBS Financial Services","$250","10-12-2010"
"Matt West, Doug Hall, Christian Bauman, Scott Selzer","U.S. Capital Advisors","UBS Financial Services","$450","10-12-2010"
"Harry Sherdil, Nestor Belmonte, Kimberly Tobias","Wells Fargo Advisors","Bancwest Investment Services","$150","10-11-2010"
"Andrew Malloy, Stephen Conte","Luminous Capital","Shepard Kaplan","$0","10-08-2010"
"Richard Hausler, Lawrence Jay","UBS Financial Services","Morgan Stanley Wealth Management","$225","10-07-2010"
"Craig Campbell","Wells Fargo Advisors","Bank of America Merrill Lynch","$146","10-07-2010"
"Tony Noisom, Chris Musino","Raymond James","Wells Fargo Advisors","$87","10-04-2010"
"Louis Cappitelli","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$110","10-01-2010"
"Christine Heim","Bank of America Merrill Lynch","Wells Fargo Advisors","$178","10-01-2010"
"Michael Lehman","Bank of America Merrill Lynch","Wells Fargo Advisors","$154","10-01-2010"
"Larry VanLaningham, Kevin Morrice","RBC Wealth Management","Morgan Stanley Wealth Management","$200","09-29-2010"
"Mark Bukowski","Wells Fargo Advisors","Bank of America Merrill Lynch","$300","09-27-2010"
"Todd Krempasky","Wells Fargo Advisors","UBS Financial Services","$0","09-27-2010"
"Winifred Coleman","Carnegie Investment Counsel","Stifel Nicolaus & Co.","$38","09-24-2010"
"Tom McGuirk","Hightower Advisors","Citigroup","$200","09-24-2010"
"John Frisbie, Lee Carlin, Roger Cracraft","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$450","09-22-2010"
"Stephen Kipp","NPB Financial Group","National Planning","$124","09-21-2010"
"David Creasey","UBS Financial Services","Bank of America Merrill Lynch","$1,200","09-21-2010"
"Daniel Fox","RBC Wealth Management","Morgan Stanley Wealth Management","$85","09-20-2010"
"Allan Boomer","Fiduciary Management Group","Goldman Sachs","$250","09-17-2010"
"Frank Hogan, David Andrew, David Searls","Credit Suisse Wealth Services","Goldman Sachs","$300","09-16-2010"
"Jack Schecter","UBS Financial Services","Morgan Stanley Wealth Management","$430","09-14-2010"
"Tom Jenkins","UBS Financial Services","Bank of America Merrill Lynch","$450","09-13-2010"
"Matt Ottusch","Wells Fargo Advisors","UBS Financial Services","$0","09-08-2010"
"Michael J. Lent, William T. Lent, Tammi Brown Lauder, William E. Christian","JPMorgan Chase & Co.","Morgan Stanley Wealth Management","$0","09-07-2010"
"Martin McLaughlin Sr., Martin McLaughlin Jr.","UBS Financial Services","Wells Fargo Advisors","$180","09-07-2010"
"John Walsh, Kenneth White","UBS Financial Services","Morgan Stanley Wealth Management","$183","09-07-2010"
"Seasons Financial Group","VSR Financial Services","Next Financial","$60","09-02-2010"
"Michael Segura","Summit Brokerage Services","Wells Fargo Advisors","$40","09-01-2010"
"Nina Hakim","UBS Financial Services","Bank of America Merrill Lynch","$300","08-31-2010"
"Raymond Schmidtke","UBS Financial Services","Morgan Stanley Wealth Management","$100","08-31-2010"
"Great Plains Financial Group","Nations Financial Group","Berthel Fisher","$301","08-30-2010"
"Jeffrey Grange","Crowell Weedon & Co.","Morgan Stanley Wealth Management","$50","08-20-2010"
"Mark Delgadillo","Crowell Weedon & Co.","Morgan Stanley Wealth Management","$35","08-20-2010"
"Art Martin, Wade Martin, John Rizzo","Morgan Stanley Wealth Management","UBS Financial Services","$350","08-20-2010"
"Diana Plucienkowski","Summit Brokerage Services","Royal Alliance","$50","08-19-2010"
"William Nevitt","Summit Brokerage Services","UBS Financial Services","$55","08-19-2010"
"Ed Jonaitis, Wayne Brown, Mike Brown, Matt Brown, Mark Brown","VSR Financial Services","ISG Equity Sales","$265","08-19-2010"
"Denise Otten","Fogel Neale Partners","Morgan Stanley Wealth Management","$25","08-16-2010"
"Jason Braunstein","RBC Wealth Management","Morgan Stanley Wealth Management","$39","08-12-2010"
"Steve Jones, Seth Gunderson","Raymond James","Wells Fargo Advisors","$140","08-06-2010"
"Stephen Lawrence","Wells Fargo Advisors","Northern Trust","$240","08-05-2010"
"Michael Roberts","Reliance Financial","UBS Financial Services","$495","08-04-2010"
"Eileen Lamchick, Susan Rutrough","Raymond James","Young Stovall & Co.","$93","08-03-2010"
"Ross Adams","Crowell Weedon & Co.","Morgan Stanley Wealth Management","$120","07-28-2010"
"Jeffrey Sica","SICA Wealth Management","Wells Fargo Advisors","$500","07-27-2010"
"Edward Sokolosky, Shane Sullivan","VSR Financial Services","Wells Fargo Advisors","$50","07-23-2010"
"Rick Engen & Larry O'Callaghan","VSR Financial Services","Fintegra","$40","07-23-2010"
"Laurence Braunstein","Morgan Stanley Wealth Management","First Allied Securities","$200","07-22-2010"
"Gitterman & Associates","Triad Advisors","Voya Financial Advisors Advisers","$700","07-19-2010"
"Paul Gilman, Marshall Hagen","UBS Financial Services","Morgan Stanley Wealth Management","$296","07-16-2010"
"Trevor Fahr, David Folmnsbee, Andrew Noone, Ryan Anderson","UBS Financial Services","Goldman Sachs","$558","07-15-2010"
"Antoine Souma, Aleksandra Kulmaticki","JPMorgan Chase & Co.","Deutsche Bank","$300","07-14-2010"
"Benjamin Woo","Morgan Stanley Wealth Management","Charles Schwab","$140","07-13-2010"
"Roland H. de Liniere, Marilyn C. Hedrick, Monnye Hedrick Furr, Richard R. Cardin, Susan K. Walker, Jennifer E. Pierce","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","07-12-2010"
"Michael Maresh, Henry Yoshida","The Maresh Yoshida Group","Bank of America Merrill Lynch","$150","07-09-2010"
"David Winchell","UBS Financial Services","Bank of America Merrill Lynch","$119","07-09-2010"
"Marvin Griffin","UBS Financial Services","Morgan Stanley Wealth Management","$102","07-09-2010"
"Michael Lupia","Morgan Stanley Wealth Management","JPMorgan Chase & Co.","$217","07-08-2010"
"The Legacy Wealth Management Group","Morgan Stanley Wealth Management","UBS Financial Services","$350","07-02-2010"
"Joseph Bernardi, Jamie McDonald, Chad Kruse","VSR Financial Services","Berthel Fisher","$108","07-02-2010"
"George Stroker","Fusion Analytics Investment Partners","Wells Fargo Advisors","$50","07-01-2010"
"Andrew Morse, Justin Towey, Bob White","Hightower Advisors","UBS Financial Services","$550","07-01-2010"
"Purinton Rains","Cetera Financial Group","Bank of America Merrill Lynch","$78","06-30-2010"
"Jon Alin","Summit Brokerage Services","Raymond James","$88","06-30-2010"
"Stephen McDonald, John Henderson","UBS Financial Services","Bank of America Merrill Lynch","$294","06-29-2010"
"James Albright, Susan Kreuser","VSR Financial Services","Next Financial","$150","06-28-2010"
"Ben Palazzo, Ed Marshall III, Kay Witt","Stifel Nicolaus & Co.","Wells Fargo Advisors","$275","06-25-2010"
"Donald Bernard Jr.","Stifel Nicolaus & Co.","Wells Fargo Advisors","$250","06-25-2010"
"Edward Wilson","Wells Fargo Advisors","JPMorgan Chase & Co.","$167","06-23-2010"
"Michael Sharenow","Wells Fargo Advisors","RBC Wealth Management","$235","06-23-2010"
"Raymond Hayes","Wells Fargo Advisors","RBC Wealth Management","$325","06-23-2010"
"Joseph Fortuna, Timothy Prete","Morgan Stanley Wealth Management","UBS Financial Services","$738","06-21-2010"
"Kevin S. Phillips","Financial Advisers of America","Woodbury Financial Services","$50","06-19-2010"
"Wayne Smith","Moors & Cabot Financial Advisors","Oppenheimer","$30","06-18-2010"
"Sergio D'Oliveira, Francisco D'Oliveira, Leonardo Silva, Tod Frick","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$279","06-18-2010"
"Matthew Agee","Summit Brokerage Services","Ameriprise Financial","$34","06-18-2010"
"William Small","Summit Brokerage Services","LPL Financial","$25","06-18-2010"
"Joseph Hurston, Richard Moore, Robert Simmons","Wells Fargo Advisors","Morgan Stanley Wealth Management","$192","06-18-2010"
"Chuck Putney, Bill McCrae","RBC Wealth Management","UBS Financial Services","$500","06-17-2010"
"Don Milich, Clifford Wang","Barclays Wealth","Morgan Stanley Wealth Management","$750","06-16-2010"
"Marc Channick, Keith McKenzie, Darren Reinig","Delphi Private Advisors","Bernstein Global Wealth Management","$100","06-16-2010"
"Robert Caron","Westminster Financial Securities","TD Wealth Management Services","$60","06-12-2010"
"Steven Littenberg","National Securities","Voya Financial Advisors Advisers","$70","06-11-2010"
"The Parrott, Forbes & Floyd Group","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$350","06-11-2010"
"Scott Metzner, Thomas Andison","Stifel Nicolaus & Co.","A.G. Edwards & Sons","$0","06-10-2010"
"Paul Westphal, John Ethington, Dan Gilipsky, Tyler Briggs","Robert W. Baird & Co.","UBS Financial Services","$160","06-09-2010"
"John A. Pickett, Jack Pratt, Roberta Kayatta","CapTrust Financial Advisors","RBC Wealth Management","$8,500","06-08-2010"
"Robert Baker, Edmund Iannaccone","Wells Fargo Advisors","UBS Financial Services","$214","06-08-2010"
"Dana Jacobs, Alan Vorwald","Barclays Wealth","HSBC Private Bank","$1,700","06-06-2010"
"Christopher Neri, Kevin Pacciano, Gary Harden","UBS Financial Services","Bank of America Merrill Lynch","$350","06-05-2010"
"Middlebrook, Dryden, Carter & Associates","Insight Wealth Partners","Ameriprise Financial","$150","06-04-2010"
"Clinton Akerberg, Tom Stecher & Jody Stoll","VSR Financial Services","Securian Financial Services","$32","06-01-2010"
"Timothy Furgueson","MiddleCove Capital","Morgan Stanley Wealth Management","$60","05-28-2010"
"Mark S. Bailey","Morgan Stanley Wealth Management","UBS Financial Services","$160","05-28-2010"
"Sheree Luker, Klingler, Michael Luckett, Robert Seibels III, Benjamin Walker, Richard "Pee-Wee" Kohn, Katye Delashaw","Stifel Nicolaus & Co.","Morgan Stanley Wealth Management","$800","05-27-2010"
"Michael Sharples","LPL Financial","Edward Jones","$0","05-26-2010"
"Jeff Russell","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$218","05-25-2010"
"Brian L. Eisenbarth, Charles W. Bird","GBS Financial","Nollenberger Capital Partners","$130","05-24-2010"
"John Dwyer","Trevethan Capital Partners","Wells Fargo Advisors","$0","05-24-2010"
"Thomas Karsten","DeWaay Financial Network","H.D. Vest Investment Services","$180","05-21-2010"
"Matthew Segal, Joseph Pizzo, Irwin Werbowsky, Mohamed Yassin","Morgan Stanley Wealth Management","UBS Financial Services","$151","05-21-2010"
"Richard Ziegelasch, Wendy Holmes","Credit Suisse Wealth Services","UBS Financial Services","$258","05-20-2010"
"James Flynn, Rance Hillier, Merritt Zahner","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$150","05-19-2010"
"Edward Bell, Greg Farah","Wells Fargo Advisors","UBS Financial Services","$220","05-18-2010"
"Douglas Johnson, Daniel Legan","UBS Financial Services","Morgan Stanley Wealth Management","$380","05-17-2010"
"Steven Sellman","Wells Fargo Advisors","RBC Wealth Management","$133","05-17-2010"
"Frederick Glasser Jr.","Wells Fargo Advisors","UBS Financial Services","$150","05-17-2010"
"Lewis Blalock, Daniel Botyos","Wells Fargo Advisors","Bank of America Merrill Lynch","$110","05-17-2010"
"Thomas Bishop, Ronald Cole, Devin Darcangelo","UBS Financial Services","Morgan Stanley Wealth Management","$191","05-14-2010"
"Rice Brown Financial Services","United Planners Financial Services of America","Next Financial","$100","05-14-2010"
"Robert Black III, Stephen Kelly","Harbor Investment Advisory","Credit Suisse Wealth Services","$1,200","05-13-2010"
"Morse Williams","Evercore Wealth Management","Morse Williams and Co.","$190","05-12-2010"
"Erin Botsford","DeWaay Financial Network","FSC Securities","$750","05-11-2010"
"D. Allen Blankenship","Summit Brokerage Services","LPL Financial","$18","05-11-2010"
"Nicholas Yrizarry","UBS Financial Services","Nicholas Yrizarry & Associates","$106","05-07-2010"
"Beacon Financial Partners","Capital Analysts","SMH Capital Advisors","$400","05-05-2010"
"Rebecca Frazier","Bank of America Merrill Lynch","Edward Jones","$0","05-04-2010"
"Bradley Hare","Morgan Stanley Wealth Management","Edward Jones","$0","05-04-2010"
"Ted Kenney","Crowell Weedon & Co.","Morgan Stanley Wealth Management","$50","05-03-2010"
"Pamela Rosenau, Dennis Paul","Hightower Advisors","UBS Financial Services","$700","05-01-2010"
"Douglas Almeida","Summit Brokerage Services","Wells Fargo Advisors","$50","04-30-2010"
"Richard Wilson","Summit Brokerage Services","Umpqua Bank","$30","04-28-2010"
"Timothy Robinson","Summit Brokerage Services","Signator Investors","$20","04-28-2010"
"Richard Heagen","Summit Brokerage Services","LPL Financial","$30","04-28-2010"
"Robert Storlie","Summit Brokerage Services","UBS Financial Services","$60","04-28-2010"
"Stephen Swensen, Philip Swensen","Summit Brokerage Services","Commonwealth Financial Network","$31","04-28-2010"
"Winston Chung","Summit Brokerage Services","Citigroup","$45","04-28-2010"
"Scott Zelnick, Patrick McBrien, Heidi Guldbrandsen","Barclays Wealth","Deutsche Bank","$5,500","04-21-2010"
"David Ciccone, Robert Taylor, Tom Harsanyi","UBS Financial Services","Bank of America Merrill Lynch","$210","04-21-2010"
"Tom Bertaut, Chris Carrico, Bill Whitney","Mississippi Investment Management","UBS Financial Services","$100","04-20-2010"
"Randy Neumann & Associates","Morristown Financial Group","Raymond James","$80","04-19-2010"
"Steve O'Brien, Beth Levine, Paul Corley","Lara Shull & May","Morgan Stanley Wealth Management","$300","04-09-2010"
"Robert Nelson Murray","Morgan Stanley Wealth Management","UBS Financial Services","$400","04-09-2010"
"Robert Tholl, Jerry Pearson","Morgan Stanley Wealth Management","JPMorgan Chase & Co.","$0","04-09-2010"
"Tom Biermann, Steve Biermann","Raymond James","Wells Fargo Advisors","$100","04-09-2010"
"Thomas Brockley","RBC Wealth Management","UBS Financial Services","$160","04-09-2010"
"Russ Guard & Jacob Duffy","Robert W. Baird & Co.","Morgan Stanley Wealth Management","$150","04-09-2010"
"Richard Parnigoni","Cantella & Co.","TD Wealth Management Services","$60","04-08-2010"
"Strata Wealth Management Group","Hightower Advisors","Morgan Stanley Wealth Management","$500","04-08-2010"
"Northeast Investment Advisors LLC","Investors Capital","B.B. Graham","$100","04-08-2010"
"Tom Meagher, John Menefee","RBC Wealth Management","Morgan Stanley Wealth Management","$300","04-08-2010"
"Vincent Crudo, Patrick Duff","RBC Wealth Management","Morgan Stanley Wealth Management","$340","04-08-2010"
"Steve Spence & Team","UBS Financial Services","RBC Wealth Management","$400","04-01-2010"
"Bruce Robbins","Summit Brokerage Services","Wells Fargo Advisors","$0","03-30-2010"
"Leif Olson","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$137","03-29-2010"
"Gunn Allen Branch at 40 Wall St.","Aegis Capital","Gunn Allen Financial","$375","03-26-2010"
"John Choudhary, Anne-Day McCabe","Wells Fargo Advisors","UBS Financial Services","$110","03-25-2010"
"Brandon Oliver","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$90","03-23-2010"
"James Dolan, Pamela Bayard","Morgan Stanley Wealth Management","UBS Financial Services","$540","03-23-2010"
"Daniel Honan","Bank of America Merrill Lynch","Morgan Stanley Wealth Management","$180","03-22-2010"
"Barnaby Levin","Hightower Advisors","Morgan Stanley Wealth Management","$300","03-19-2010"
"Bonnie Adamczak, Randall Norden","Raymond James","UBS Financial Services","$137","03-19-2010"
"Edward Sokolosky, Shane Sullivan","A.G. Edwards & Sons","Wells Fargo Advisors","$50","03-18-2010"
"David S. Lynn","Morgan Stanley Wealth Management","Bank of America Merrill Lynch","$115","03-10-2010"
"Cindy Dellinger, Mike Lamb","RBC Wealth Management","Stifel Nicolaus & Co.","$0","03-07-2010"
"David Higgins","Summit Brokerage Services","MetLife Securities","$30","03-04-2010"
"Robert Caron","Westminster Financial Securities","TD Wealth Management Services","$50","02-25-2010"
"Preston McSwain & Team","Barclays Wealth","Neuberger Berman","$1,000","02-24-2010"
"Alex Opoulos, Nick Holmes","Raymond James","Bank of America Merrill Lynch","$200","02-23-2010"
"Henry Graham, Lloyd Graham, Billy Peterson","Raymond James","Morgan Stanley Wealth Management","$500","02-23-2010"
"Jon Bowles","Summit Brokerage Services","Citigroup","$35","02-18-2010"
"Matthew Pisani","Summit Brokerage Services","Gunn Allen Financial","$2","02-18-2010"
"Jeremy Swank, Barbara Huston","Summit Brokerage Services","LPL Financial","$58","02-18-2010"
"Lewis Pasquin","Summit Brokerage Services","Securities America","$35","02-18-2010"
"David Hanson, David Fisher, Brian VanderLugt","Benjamin F. Edwards & Co.","Wells Fargo Advisors","$0","02-16-2010"
"Erik Lundy","Summit Brokerage Services","Edward Jones","$75","02-16-2010"
